Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases
585,70,Male,Socks,Clothing,94,M,White,Spring,4.7,Yes,PayPal,Free Shipping,Yes,Yes,20,Debit Card,Monthly
586,69,Male,Socks,Clothing,23,M,Gray,Fall,2.8,Yes,Credit Card,Next Day Air,Yes,Yes,5,Cash,Every 3 Months
587,45,Male,Hoodie,Clothing,20,S,Blue,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,9,Venmo,Annually
588,29,Male,Socks,Clothing,86,S,Maroon,Fall,4.2,Yes,PayPal,Express,Yes,Yes,48,Debit Card,Every 3 Months
589,47,Male,Boots,Footwear,60,M,Violet,Fall,3,Yes,Debit Card,Standard,Yes,Yes,9,Debit Card,Quarterly
590,28,Male,Shirt,Clothing,70,M,Orange,Fall,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,40,PayPal,Annually
591,64,Male,Belt,Accessories,39,S,Turquoise,Fall,4.6,Yes,Credit Card,Standard,Yes,Yes,30,Venmo,Fortnightly
592,47,Male,Backpack,Accessories,37,L,Olive,Fall,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly
593,60,Male,Boots,Footwear,29,M,Brown,Fall,3.2,Yes,Venmo,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months
594,67,Male,Coat,Outerwear,35,S,Green,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months
595,35,Male,Hoodie,Clothing,83,S,Brown,Winter,2.5,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Monthly
596,30,Male,Shoes,Footwear,77,M,Silver,Summer,3.6,Yes,Credit Card,Next Day Air,Yes,Yes,47,PayPal,Quarterly
597,23,Male,Shoes,Footwear,37,XL,White,Summer,4.5,Yes,PayPal,Store Pickup,Yes,Yes,36,Venmo,Annually
598,70,Male,Jewelry,Accessories,69,L,Gold,Summer,3.4,Yes,Bank Transfer,Standard,Yes,Yes,19,Bank Transfer,Fortnightly
599,21,Male,Dress,Clothing,66,L,Green,Winter,3.2,Yes,Credit Card,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months
600,51,Male,Boots,Footwear,26,L,Teal,Spring,4.2,Yes,Cash,Standard,Yes,Yes,27,Debit Card,Every 3 Months
601,22,Male,Hat,Accessories,63,M,Charcoal,Spring,5,Yes,Debit Card,2-Day Shipping,Yes,Yes,25,Venmo,Monthly
602,32,Male,Backpack,Accessories,38,M,Maroon,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,5,Cash,Fortnightly
603,37,Male,Shoes,Footwear,58,L,Lavender,Summer,4.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Cash,Every 3 Months
604,31,Male,Handbag,Accessories,46,L,Green,Winter,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months
605,44,Male,Sunglasses,Accessories,92,S,Pink,Fall,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
606,40,Male,Hat,Accessories,32,XL,Charcoal,Winter,4.2,Yes,Debit Card,Standard,Yes,Yes,17,Bank Transfer,Weekly
607,27,Male,Scarf,Accessories,90,M,Blue,Spring,4.5,Yes,Credit Card,Standard,Yes,Yes,44,PayPal,Monthly
608,47,Male,Hoodie,Clothing,23,L,Purple,Fall,2.8,Yes,PayPal,Next Day Air,Yes,Yes,44,Cash,Monthly
609,41,Male,Backpack,Accessories,25,S,Gold,Fall,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months
610,51,Male,Sweater,Clothing,54,L,Purple,Fall,4.6,Yes,Cash,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
611,53,Male,Shorts,Clothing,72,M,Charcoal,Summer,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months
612,43,Male,Scarf,Accessories,33,M,Black,Winter,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,19,Cash,Monthly
613,67,Male,Hat,Accessories,43,L,Lavender,Fall,4.6,Yes,PayPal,Express,Yes,Yes,33,Credit Card,Quarterly
614,61,Male,Coat,Outerwear,51,L,Lavender,Fall,2.6,Yes,Cash,Standard,Yes,Yes,46,Cash,Bi-Weekly
615,68,Male,Jewelry,Accessories,85,M,Lavender,Winter,4,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
616,67,Male,Sandals,Footwear,100,L,Olive,Summer,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,23,Venmo,Annually
617,29,Male,Gloves,Accessories,72,L,Teal,Spring,4.6,Yes,Cash,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
618,50,Male,Backpack,Accessories,57,M,Maroon,Fall,2.6,Yes,Debit Card,Standard,Yes,Yes,2,Bank Transfer,Quarterly
619,61,Male,Jacket,Outerwear,94,L,Cyan,Spring,4,Yes,Credit Card,Express,Yes,Yes,21,Debit Card,Bi-Weekly
620,19,Male,Backpack,Accessories,34,M,Charcoal,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months
621,33,Male,Backpack,Accessories,89,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months
622,51,Male,Sunglasses,Accessories,27,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45,Credit Card,Weekly
623,69,Male,Socks,Clothing,63,S,Peach,Spring,4,Yes,Credit Card,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly
624,19,Male,Shoes,Footwear,70,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48,PayPal,Bi-Weekly
625,55,Male,Pants,Clothing,87,XL,Pink,Fall,3.4,Yes,Venmo,Express,Yes,Yes,21,PayPal,Annually
626,49,Male,Jewelry,Accessories,79,M,Red,Fall,4,Yes,Venmo,Next Day Air,Yes,Yes,1,Venmo,Weekly
627,31,Male,Sunglasses,Accessories,79,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10,Venmo,Annually
628,42,Male,Sandals,Footwear,44,L,Black,Winter,4.1,Yes,Venmo,Express,Yes,Yes,24,PayPal,Monthly
629,69,Male,Sweater,Clothing,85,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
630,26,Male,Shoes,Footwear,90,L,Beige,Spring,4.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Annually
631,41,Male,Jewelry,Accessories,94,S,Silver,Fall,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
632,55,Male,Boots,Footwear,68,S,Violet,Summer,4.1,Yes,Venmo,Store Pickup,Yes,Yes,27,Cash,Fortnightly
633,35,Male,Backpack,Accessories,51,M,Red,Winter,3.9,Yes,Venmo,Next Day Air,Yes,Yes,19,Venmo,Fortnightly
634,66,Male,Sandals,Footwear,33,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50,Debit Card,Quarterly
635,36,Male,Sneakers,Footwear,60,M,Teal,Summer,3.9,Yes,Bank Transfer,Standard,Yes,Yes,46,PayPal,Weekly
636,27,Male,Hoodie,Clothing,59,M,Brown,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
637,41,Male,Handbag,Accessories,30,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
638,21,Male,Sweater,Clothing,20,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
639,53,Male,Sandals,Footwear,20,S,Blue,Summer,2.7,Yes,Venmo,Express,Yes,Yes,41,PayPal,Monthly
640,54,Male,Dress,Clothing,24,L,Olive,Spring,4,Yes,Credit Card,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
641,53,Male,Skirt,Clothing,88,M,Gray,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
642,47,Male,Blouse,Clothing,78,M,Red,Winter,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
643,64,Male,Skirt,Clothing,25,L,Red,Spring,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
644,18,Male,Sweater,Clothing,57,XL,Green,Winter,3.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
645,68,Male,Backpack,Accessories,93,S,Blue,Summer,4.3,Yes,Venmo,Next Day Air,Yes,Yes,37,Cash,Weekly
646,62,Male,Hoodie,Clothing,42,S,Purple,Summer,4.2,Yes,Credit Card,Express,Yes,Yes,15,Venmo,Bi-Weekly
647,51,Male,Boots,Footwear,54,XL,Pink,Spring,4.9,Yes,Debit Card,Standard,Yes,Yes,19,Venmo,Bi-Weekly
648,54,Male,Blouse,Clothing,70,XL,Charcoal,Summer,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Credit Card,Fortnightly
649,22,Male,Hoodie,Clothing,31,M,Brown,Winter,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,35,Credit Card,Weekly
650,53,Male,Pants,Clothing,93,L,Orange,Spring,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
651,34,Male,Gloves,Accessories,40,M,Magenta,Spring,3.9,Yes,Venmo,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
652,32,Male,Hat,Accessories,32,L,Yellow,Summer,2.9,Yes,PayPal,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
653,64,Male,Sunglasses,Accessories,27,M,Beige,Winter,3.1,Yes,PayPal,Free Shipping,Yes,Yes,27,Venmo,Weekly
654,20,Male,Scarf,Accessories,68,M,Olive,Winter,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
655,24,Male,Handbag,Accessories,59,L,Gray,Summer,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,23,Venmo,Annually
656,20,Male,Handbag,Accessories,36,S,Purple,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,19,Venmo,Monthly
657,42,Male,Jeans,Clothing,23,M,Beige,Summer,3.9,Yes,Debit Card,Standard,Yes,Yes,6,PayPal,Quarterly
658,48,Male,Jacket,Outerwear,80,M,White,Winter,4.3,Yes,PayPal,Free Shipping,Yes,Yes,6,PayPal,Quarterly
659,62,Male,Backpack,Accessories,37,S,White,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,20,Venmo,Weekly
660,62,Male,Shorts,Clothing,52,S,Gold,Spring,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,8,Cash,Weekly
661,50,Male,Coat,Outerwear,79,M,Olive,Fall,5,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
662,57,Male,Shirt,Clothing,68,XL,Green,Fall,4.1,Yes,Cash,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
663,24,Male,Gloves,Accessories,98,L,Magenta,Fall,2.8,Yes,Debit Card,Express,Yes,Yes,39,Venmo,Bi-Weekly
664,59,Male,Dress,Clothing,83,M,Charcoal,Fall,4.7,Yes,Cash,Express,Yes,Yes,23,Credit Card,Monthly
665,63,Male,Pants,Clothing,83,M,Indigo,Winter,4.4,Yes,Cash,Express,Yes,Yes,41,PayPal,Bi-Weekly
666,41,Male,Pants,Clothing,55,M,Peach,Spring,4.9,Yes,Cash,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
667,35,Male,Hoodie,Clothing,26,L,Turquoise,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
668,34,Male,Sunglasses,Accessories,76,S,Blue,Winter,2.6,Yes,Debit Card,Standard,Yes,Yes,32,Bank Transfer,Quarterly
669,49,Male,T-shirt,Clothing,85,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly
670,43,Male,Jacket,Outerwear,89,M,Gray,Spring,3.3,Yes,PayPal,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
671,63,Male,Sweater,Clothing,41,XL,Purple,Spring,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
672,38,Male,Jacket,Outerwear,30,L,Black,Winter,4.7,Yes,PayPal,Express,Yes,Yes,45,Cash,Weekly
673,59,Male,Socks,Clothing,53,M,Peach,Winter,3.3,Yes,Cash,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
674,35,Male,Shirt,Clothing,66,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly
675,48,Male,Jewelry,Accessories,33,XL,Beige,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
676,64,Male,Sunglasses,Accessories,86,M,Yellow,Spring,2.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,Cash,Annually
677,28,Male,Pants,Clothing,60,M,Peach,Winter,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
678,60,Male,Socks,Clothing,62,S,Turquoise,Summer,2.7,Yes,PayPal,Express,Yes,Yes,41,PayPal,Annually
679,27,Male,Blouse,Clothing,74,M,Teal,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
680,56,Male,Sandals,Footwear,95,M,Turquoise,Fall,3.4,Yes,PayPal,Express,Yes,Yes,37,Venmo,Fortnightly
681,58,Male,Sneakers,Footwear,25,M,Magenta,Spring,4.2,Yes,Venmo,Express,Yes,Yes,3,PayPal,Annually
682,30,Male,Shirt,Clothing,59,XL,Purple,Winter,3.8,Yes,PayPal,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
683,23,Male,Jacket,Outerwear,29,M,Brown,Summer,4,Yes,Debit Card,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
684,33,Male,Sandals,Footwear,36,S,Violet,Winter,2.7,Yes,Venmo,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
685,63,Male,Hat,Accessories,82,M,Yellow,Summer,4.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Monthly
686,70,Male,Blouse,Clothing,71,XL,Magenta,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,32,Cash,Fortnightly
687,70,Male,Sweater,Clothing,35,L,Beige,Fall,3,Yes,PayPal,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly
688,19,Male,Gloves,Accessories,38,XL,Turquoise,Winter,3.3,Yes,Cash,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
689,25,Male,Scarf,Accessories,59,S,Peach,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,44,Venmo,Monthly
690,19,Male,Hoodie,Clothing,91,M,Orange,Summer,4.7,Yes,Cash,Express,Yes,Yes,35,Credit Card,Every 3 Months
691,25,Male,Shorts,Clothing,68,XL,Red,Spring,4.8,Yes,Bank Transfer,Standard,Yes,Yes,45,Bank Transfer,Weekly
692,60,Male,Backpack,Accessories,21,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Bi-Weekly
693,35,Male,Sunglasses,Accessories,95,M,Cyan,Spring,4,Yes,Venmo,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
694,46,Male,Shorts,Clothing,52,L,Turquoise,Spring,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
695,41,Male,Dress,Clothing,21,S,Charcoal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
696,30,Male,Shorts,Clothing,67,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
697,44,Male,Belt,Accessories,42,L,Green,Fall,2.8,Yes,Bank Transfer,Standard,Yes,Yes,49,Cash,Monthly
698,61,Male,Scarf,Accessories,63,XL,Brown,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
699,55,Male,Boots,Footwear,41,M,Yellow,Winter,3.8,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Weekly
700,50,Male,Handbag,Accessories,46,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
701,57,Male,Pants,Clothing,79,L,Olive,Winter,4.1,Yes,Venmo,Standard,Yes,Yes,5,PayPal,Monthly
702,51,Male,Boots,Footwear,90,L,Red,Fall,3.3,Yes,Cash,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
703,18,Male,Shirt,Clothing,71,M,White,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1,Cash,Weekly
704,63,Male,Dress,Clothing,87,L,Pink,Summer,3,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Weekly
705,34,Male,Hoodie,Clothing,66,S,Black,Spring,3.2,Yes,Venmo,Express,Yes,Yes,18,PayPal,Annually
706,25,Male,Pants,Clothing,90,XL,Indigo,Summer,4.5,Yes,PayPal,Free Shipping,Yes,Yes,49,Cash,Quarterly
707,46,Male,Jeans,Clothing,47,L,Turquoise,Summer,4.8,Yes,Venmo,Express,Yes,Yes,27,Debit Card,Weekly
708,59,Male,Shirt,Clothing,38,L,Purple,Spring,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually
709,37,Male,Backpack,Accessories,50,L,Beige,Summer,3.4,Yes,Cash,Store Pickup,Yes,Yes,19,Cash,Fortnightly
710,49,Male,Jacket,Outerwear,79,L,Charcoal,Summer,4.6,Yes,Debit Card,Standard,Yes,Yes,23,Debit Card,Monthly
711,22,Male,Scarf,Accessories,91,L,Turquoise,Spring,4.1,Yes,Bank Transfer,Standard,Yes,Yes,26,PayPal,Fortnightly
712,64,Male,Boots,Footwear,60,M,Maroon,Spring,3.5,Yes,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
713,42,Male,Blouse,Clothing,81,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
714,37,Male,Hoodie,Clothing,90,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
715,26,Male,Jacket,Outerwear,70,M,Magenta,Fall,4.4,Yes,Venmo,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
716,33,Male,Jeans,Clothing,63,L,Green,Spring,2.6,Yes,Venmo,Express,Yes,Yes,37,Debit Card,Quarterly
717,30,Male,Jewelry,Accessories,29,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Bi-Weekly
718,21,Male,Socks,Clothing,90,L,Green,Spring,4.2,Yes,Debit Card,Express,Yes,Yes,7,Venmo,Every 3 Months
719,22,Male,Shirt,Clothing,22,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Annually
720,63,Male,Shorts,Clothing,22,L,Turquoise,Summer,3.3,Yes,Venmo,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
721,33,Male,Jewelry,Accessories,62,L,Orange,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Debit Card,Weekly
722,43,Male,Blouse,Clothing,57,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
723,27,Male,Sweater,Clothing,32,S,Blue,Summer,4.3,Yes,PayPal,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
724,35,Male,Jewelry,Accessories,53,L,Cyan,Fall,3.5,Yes,Cash,Express,Yes,Yes,43,PayPal,Monthly
725,37,Male,T-shirt,Clothing,79,XL,Green,Fall,4.7,Yes,Cash,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
726,61,Male,Hat,Accessories,61,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,Yes,33,Debit Card,Fortnightly
727,32,Male,Shorts,Clothing,78,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
728,62,Male,Sweater,Clothing,97,S,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
729,29,Male,Jeans,Clothing,78,M,Pink,Winter,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
730,41,Male,Sunglasses,Accessories,56,L,Beige,Summer,3.2,Yes,Venmo,Express,Yes,Yes,46,PayPal,Every 3 Months
731,48,Male,Boots,Footwear,25,M,Indigo,Summer,3.9,Yes,Venmo,Standard,Yes,Yes,28,Venmo,Fortnightly
732,43,Male,Coat,Outerwear,28,M,Red,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,30,PayPal,Fortnightly
733,34,Male,Shirt,Clothing,57,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Bi-Weekly
734,45,Male,Dress,Clothing,36,L,Cyan,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
735,65,Male,Shirt,Clothing,69,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
736,61,Male,Sunglasses,Accessories,48,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
737,18,Male,Dress,Clothing,58,L,Maroon,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
738,47,Male,Sunglasses,Accessories,24,M,Teal,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,28,PayPal,Annually
739,56,Male,Sunglasses,Accessories,31,L,Orange,Winter,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
740,64,Male,Shorts,Clothing,29,S,Purple,Summer,3.5,Yes,Cash,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
741,26,Male,Jeans,Clothing,69,M,Orange,Summer,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
742,22,Male,T-shirt,Clothing,79,XL,Yellow,Summer,4.7,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
743,64,Male,Pants,Clothing,39,M,Charcoal,Summer,3.1,Yes,Debit Card,Express,Yes,Yes,21,Debit Card,Quarterly
744,21,Male,Sunglasses,Accessories,84,L,Gray,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,36,Cash,Weekly
745,67,Male,Boots,Footwear,66,S,Charcoal,Spring,4.1,Yes,Debit Card,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
746,46,Male,T-shirt,Clothing,92,L,Orange,Fall,4.7,Yes,Credit Card,Standard,Yes,Yes,4,Venmo,Monthly
747,40,Male,Sandals,Footwear,45,M,Red,Winter,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,Annually
748,51,Male,Shorts,Clothing,74,L,Gold,Spring,4.4,Yes,Venmo,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
749,35,Male,Hat,Accessories,39,L,Brown,Fall,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
750,56,Male,Scarf,Accessories,71,M,Olive,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Quarterly
751,25,Male,T-shirt,Clothing,95,L,Violet,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,5,Venmo,Annually
752,65,Male,Gloves,Accessories,72,L,Indigo,Fall,4.8,Yes,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,Monthly
753,39,Male,Scarf,Accessories,85,L,Yellow,Fall,4.2,Yes,Cash,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
754,47,Male,Boots,Footwear,54,M,Teal,Fall,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,27,Venmo,Quarterly
755,36,Male,Gloves,Accessories,41,L,Pink,Spring,2.9,Yes,Cash,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
756,66,Male,Coat,Outerwear,24,M,Violet,Spring,3.3,Yes,Venmo,Free Shipping,Yes,Yes,22,PayPal,Weekly
757,62,Male,Belt,Accessories,99,S,Orange,Summer,4.8,Yes,Cash,Standard,Yes,Yes,24,Cash,Fortnightly
758,41,Male,Hoodie,Clothing,32,M,Red,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
759,66,Male,Shoes,Footwear,71,L,Peach,Summer,4.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
760,51,Male,Dress,Clothing,49,XL,Green,Winter,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
761,33,Male,Gloves,Accessories,50,XL,Violet,Fall,3.4,Yes,Credit Card,Free Shipping,Yes,Yes,6,Cash,Annually
762,57,Male,Jewelry,Accessories,91,L,Yellow,Fall,4.2,Yes,Credit Card,Express,Yes,Yes,26,Bank Transfer,Weekly
763,45,Male,Belt,Accessories,46,M,Pink,Fall,3.9,Yes,Credit Card,Standard,Yes,Yes,43,Debit Card,Fortnightly
764,61,Male,Sweater,Clothing,50,M,Brown,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
765,55,Male,Skirt,Clothing,39,XL,Silver,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
766,54,Male,Sneakers,Footwear,99,M,Pink,Summer,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,13,Cash,Quarterly
767,57,Male,Gloves,Accessories,48,M,Cyan,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,13,PayPal,Monthly
768,27,Male,Coat,Outerwear,77,M,Brown,Fall,2.5,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Annually
769,64,Male,Backpack,Accessories,95,XL,Red,Spring,2.6,Yes,PayPal,Express,Yes,Yes,45,Venmo,Weekly
770,52,Male,Socks,Clothing,100,M,Silver,Spring,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,8,PayPal,Monthly
771,19,Male,Sneakers,Footwear,54,M,Gray,Spring,3.3,Yes,Venmo,Express,Yes,Yes,8,Credit Card,Annually
772,22,Male,Sweater,Clothing,68,L,Cyan,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
773,18,Male,Jeans,Clothing,22,L,Teal,Fall,3.6,Yes,Cash,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
774,29,Male,Hat,Accessories,84,L,Indigo,Winter,2.6,Yes,Venmo,Express,Yes,Yes,14,Debit Card,Bi-Weekly
775,42,Male,Hat,Accessories,46,M,Yellow,Summer,3.5,Yes,Credit Card,Standard,Yes,Yes,11,Credit Card,Quarterly
776,49,Male,Handbag,Accessories,53,S,Gold,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,8,PayPal,Monthly
777,49,Male,Shirt,Clothing,60,M,Maroon,Spring,5,Yes,PayPal,Standard,Yes,Yes,8,Venmo,Every 3 Months
778,55,Male,Socks,Clothing,32,XL,Silver,Spring,2.5,Yes,Credit Card,Express,Yes,Yes,37,Venmo,Weekly
779,29,Male,Socks,Clothing,50,M,Yellow,Summer,2.9,Yes,Cash,Store Pickup,Yes,Yes,23,Debit Card,Annually
